name,city,rating,rating_count,cost,cuisine
TASTE OF COAST,"Sanjay Nagar, New BEL Road,Bangalore",3.7,500,200.0,"Coastal,Mangalorean"
Boss rolls and sandwhices,"Sanjay Nagar, New BEL Road,Bangalore",2.8,20,200.0,"Fast Food,Italian"
Between 2 Buns,"Sanjay Nagar, New BEL Road,Bangalore",3.5,100,200.0,"American,Fast Food"
The Sugar Free Keto Kafe - By Artinci,"Sanjay Nagar, New BEL Road,Bangalore",4.4,100,200.0,"Ice Cream,Healthy Food"
Bombay Kulfis,"Sanjay Nagar, New BEL Road,Bangalore",4.5,100,200.0,"Desserts,Ice Cream"
DONNE BIRIYANI NATY STYLE HOTEL,"Sanjay Nagar, New BEL Road,Bangalore",3.8,50,200.0,"Indian,South Indian"
Udupi Park Inn,"Sanjay Nagar, New BEL Road,Bangalore",4.1,500,200.0,South Indian
homely,"Sanjay Nagar, New BEL Road,Bangalore",4.2,500,200.0,"Home Food,North Indian"
Tripti Restaurant,"Sanjay Nagar, New BEL Road,Bangalore",4.3,100,200.0,"Bengali,North Indian"
The Dessert Zone,"Yelahanka,Bangalore",4.1,50,200.0,"Bakery,Desserts"
Chickpet Donne Biriyani Corner Plus,"Yelahanka,Bangalore",4.0,50,200.0,"Biryani,Snacks"
MALABAR FOOD COURT ORANGE,"Yelahanka,Bangalore",4.3,20,200.0,Indian
Asha Sweet Center,"Yelahanka,Bangalore",4.5,100,200.0,"Sweets,Desserts"
Kwality Walls Frozen Dessert and Ice Cream Shop,"Yelahanka,Bangalore",4.6,20,200.0,"Ice Cream,Desserts"
Santosh Punjabi Dhaba,"Yelahanka,Bangalore",4.0,100,200.0,"Mughlai,North Indian"
Chaat Street,"Yelahanka,Bangalore",4.0,100,200.0,"Jain,Street Food"
Shree Mahalakshmi Sweets,"Yelahanka,Bangalore",3.7,100,200.0,"Sweets,Snacks"
The Brooklyn Creamery - Healthy Ice Cream,"Yelahanka,Bangalore",4.7,20,200.0,"Desserts,Ice Cream"
crispycool,"Yelahanka,Bangalore",4.1,20,200.0,"Combo,Fast Food"
Royal Darbar Family Restaurant,"Yelahanka,Bangalore",4.2,100,200.0,Indian
Chef's Restaurant,"Yelahanka,Bangalore",3.8,50,200.0,"North Indian,Chinese"
New Royal Darbar Hotel,"Yelahanka,Bangalore",4.3,100,200.0,Indian
homely,"Yelahanka,Bangalore",4.2,500,200.0,"Home Food,North Indian"
Great Indian Khichdi by EatFit,"Yelahanka,Bangalore",4.1,100,200.0,"Home Food,Indian"
Home Plate by EatFit,"Yelahanka,Bangalore",4.1,100,200.0,"North Indian,Home Food"
WarmOven Cakes & Desserts,"Yelahanka,Bangalore",3.4,50,200.0,"Bakery,Desserts"
Pethfull,"Yelahanka,Bangalore",3.9,100,200.0,"North Indian,Italian"
Cupcake Bliss Cakes & Desserts,"Yelahanka,Bangalore",4.0,20,200.0,"Bakery,Desserts"
The Dessert Heaven - Pure Veg,"Yelahanka,Bangalore",4.1,50,200.0,"Bakery,Desserts"
Bakers Street,"Yelahanka,Bangalore",4.0,20,200.0,"Bakery,Chaat"
FIVE STAR CHICKEN AND KOLI HUT,"Yelahanka,Bangalore",4.4,20,200.0,"Fast Food,American"
GOLI VADA PAV NO 1,"Yelahanka,Bangalore",4.3,20,200.0,"Street Food,North Indian"
Reddy Home Mess,"Yelahanka,Bangalore",4.2,100,200.0,"Andhra,Biryani"
South Junction Restaurant,"Yelahanka,Bangalore",4.0,100,200.0,"Kerala,South Indian"
Mad Over Donuts,"Yelahanka,Bangalore",4.0,100,200.0,"Desserts,Sweets"
Pind Bhatura,"Yelahanka,Bangalore",4.6,20,200.0,"Punjabi,North Indian"
Cafe Olive Planet,"Yelahanka,Bangalore",4.2,20,200.0,"Pizzas,Chinese"
Darjeelings Foods,"Yelahanka,Bangalore",3.4,20,200.0,"Chinese,North Eastern"
KELVIN SCALE,"Yelahanka,Bangalore",4.8,20,200.0,"Beverages,Ice Cream"
ZWARMA (The Shawarma maker),"Yelahanka,Bangalore",3.4,20,200.0,"Lebanese,Pizzas"
Nadan Pothichoru,"Yelahanka,Bangalore",3.6,50,200.0,"South Indian,Kerala"
Brahmalingeshwara Chats & Chinese,"Yelahanka,Bangalore",4.0,50,200.0,Indian
DR Snacks and Restaurant,"Yelahanka,Bangalore",3.2,20,200.0,"Snacks,Indian"
New Udupi Veg,"Yelahanka,Bangalore",4.2,1000,200.0,"Chinese,South Indian"
Breakfast Express,"Yelahanka,Bangalore",4.4,100,200.0,"Continental,North Indian"
The Chaaps BBQ,"Yelahanka,Bangalore",3.4,20,200.0,"North Indian,Barbecue"
L.J.IYENGAR BAKERY,"Yelahanka,Bangalore",4.4,100,200.0,"Bakery,Desserts"
The Belgian Waffle Co.,"Yelahanka,Bangalore",4.5,100,200.0,"Desserts,Beverages"
Hotel Annalakshmi,"Yelahanka,Bangalore",4.1,100,200.0,"Chinese,South Indian"
Kanhaji,"Yelahanka,Bangalore",4.0,100,200.0,"Chaat,Beverages"
Dil Tiffins,"Majestic,Bangalore",4.9,20,200.0,"South Indian,Beverages"
Maggi Mane,"Majestic,Bangalore",4.6,20,200.0,"Beverages,Fast Food"
Chetty's Corner,"Majestic,Bangalore",3.7,20,200.0,Fast Food
Hotel Raghavendra Prasanna,"Majestic,Bangalore",4.9,50,200.0,"Beverages,South Indian"
Udupi Sri Krishna Bhavan,"Majestic,Bangalore",4.3,20,200.0,South Indian
Chikkanna Tiffin Room(Cubbonpet),"Majestic,Bangalore",4.6,50,200.0,"South Indian,Snacks"
M/s. SUKHSAGAR HOTEL GANDHINAGAR,"Majestic,Bangalore",4.2,50,200.0,North Indian
Adiga's,"Majestic,Bangalore",3.9,100,200.0,"South Indian,North Indian"
Basaveshwara Khanavali,"Majestic,Bangalore",4.4,20,200.0,South Indian
New Govind Rao Military Hotel,"Majestic,Bangalore",3.7,20,200.0,Biryani
Southly Healthy,"Majestic,Bangalore",3.3,20,200.0,"South Indian,Healthy Food"
MANTAP ICE CREAM,"Majestic,Bangalore",4.8,50,200.0,Ice Cream
Dairy Day Ice Creams,"Kanakapura Road,Bangalore",4.6,100,200.0,"Ice Cream,Desserts"
Breakfast Express,"Kanakapura Road,Bangalore",4.4,100,200.0,"Continental,North Indian"
homely,"Kanakapura Road,Bangalore",4.4,500,200.0,"Home Food,North Indian"
The House of Vadapav,"Kanakapura Road,Bangalore",4.1,50,200.0,Fast Food
Adiga's,"Kanakapura Road,Bangalore",3.5,100,200.0,"South Indian,North Indian"
Kabab Mehal,"Kanakapura Road,Bangalore",4.0,1000,200.0,Chinese
Faasos - Wraps & Rolls,"Kanakapura Road,Bangalore",4.2,100,200.0,"Fast Food,Snacks"
Cheers Parathas,"Kanakapura Road,Bangalore",3.8,100,200.0,"North Indian,Chinese"
LunchBox - Meals and Thalis,"Kanakapura Road,Bangalore",3.9,100,200.0,"North Indian,Punjabi"
BANGALORE BITES,"Kanakapura Road,Bangalore",3.3,20,200.0,"Mexican,Italian"
Onesta,"Kanakapura Road,Bangalore",3.7,100,200.0,Italian
HomeSe Just Veg,"Kanakapura Road,Bangalore",4.0,20,200.0,"Home Food,South Indian"
Gooeylty Brownies,"Kanakapura Road,Bangalore",4.6,20,200.0,"Bakery,Desserts"
FRIENDZONE Chats & Savouries,"Kanakapura Road,Bangalore",4.4,20,200.0,"Chaat,Beverages"
GFC Biryani,"R.T. Nagar,Bangalore",3.3,50,200.0,"South Indian,Biryani"
Kwality Walls Frozen Dessert and Ice Cream Shop,"R.T. Nagar,Bangalore",4.7,100,200.0,"Ice Cream,Desserts"
Aadvik kitchen,"R.T. Nagar,Bangalore",4.1,100,200.0,"Chinese,North Indian"
Faasos - Wraps & Rolls,"R.T. Nagar,Bangalore",4.0,100,200.0,"Fast Food,Snacks"
Calcutta Victoria Chat House,"R.T. Nagar,Bangalore",3.7,100,200.0,North Indian
Kanti Bakes And Flakes,"R.T. Nagar,Bangalore",4.5,50,200.0,Sweets
LunchBox - Meals and Thalis,"R.T. Nagar,Bangalore",4.0,100,200.0,"North Indian,Punjabi"
Shawarma Corner,"R.T. Nagar,Bangalore",3.7,20,200.0,"Arabian,Lebanese"
Golicious Mumbai Vada Pav,"R.T. Nagar,Bangalore",4.0,20,200.0,Snacks
Dastarkhwan-E-Khas,"R.T. Nagar,Bangalore",3.8,50,200.0,"Biryani,Beverages"
Big Mishra Peda,"R.T. Nagar,Bangalore",4.5,20,200.0,"Desserts,Snacks"
Great Indian Khichdi by EatFit,"R.T. Nagar,Bangalore",4.0,100,200.0,"Home Food,Indian"
The Empire Juice Shop,"R.T. Nagar,Bangalore",4.0,20,200.0,"Ice Cream,Juices"
Sri Udupi Grand,"R.T. Nagar,Bangalore",4.2,1000,200.0,South Indian
Shree Mahalakshmi Sweets,"R.T. Nagar,Bangalore",4.1,100,200.0,"Sweets,Snacks"
Mad Over Donuts,"R.T. Nagar,Bangalore",4.0,20,200.0,"Desserts,Sweets"
Easy Bites by Hotel Empire,"R.T. Nagar,Bangalore",3.9,100,200.0,"Snacks,Fast Food"
SLAY Coffee,"R.T. Nagar,Bangalore",4.3,50,200.0,"Beverages,Desserts"
Just Shawarma,"Kadugodi,Bangalore",4.0,100,200.0,Arabian
WarmOven Cakes & Desserts,"Kadugodi,Bangalore",4.0,50,200.0,"Bakery,Desserts"
Kaati Zone Rolls & Wraps,"Kadugodi,Bangalore",4.3,50,200.0,"Fast Food,Beverages"
The Bawarchi,"Kadugodi,Bangalore",3.6,100,200.0,"Andhra,South Indian"
Indiana Burgers,"Kadugodi,Bangalore",4.9,20,200.0,"American,Fast Food"
Burger It Up,"Kadugodi,Bangalore",4.7,20,200.0,"American,Continental"
Chintu's chaat ke chatkare,"Kadugodi,Bangalore",4.3,50,200.0,"Indian,Desserts"
Kouzina Kafe - The Food Court,"Kadugodi,Bangalore",4.5,20,200.0,Indian
Chullah Chandigarh,"Kadugodi,Bangalore",4.3,20,200.0,Indian
Punjab Beat,"Kadugodi,Bangalore",4.2,100,200.0,"Indian,North Indian"
Sun Shine Restaurant,"Kadugodi,Bangalore",4.1,100,200.0,"Chinese,Indian"
The Dessert Zone,"Kadugodi,Bangalore",4.3,20,200.0,Desserts
Cupcake Bliss Cakes & Desserts,"Kadugodi,Bangalore",4.5,20,200.0,"Bakery,Desserts"
Baskin Robbins,"Kadugodi,Bangalore",4.5,50,200.0,Desserts
UDUPI CAFE,"Kadugodi,Bangalore",4.1,100,200.0,"North Indian,South Indian"
Momo Zone - The Momo Company,"Kadugodi,Bangalore",4.3,50,200.0,"Chinese,Tibetan"
Mad Over Donuts,"Kadugodi,Bangalore",3.7,20,200.0,Desserts
Lara Foods,"Kadugodi,Bangalore",3.8,50,200.0,"Andhra,South Indian"
Kathi Junction,"Kadugodi,Bangalore",3.8,50,200.0,"Fast Food,Indian"
Brilram's Balaji Bhavan,"Kadugodi,Bangalore",4.1,100,200.0,"Desserts,North Indian"
The Eden Gardens,"Kadugodi,Bangalore",3.9,100,200.0,"Bengali,North Indian"
GOWHEY- HEALTHY DESSERT COMPANY,"Marathahalli,Bangalore",4.1,20,200.0,"Ice Cream,Healthy Food"
homely,"Marathahalli,Bangalore",4.2,1000,200.0,"Home Food,North Indian"
WarmOven Cakes & Desserts,"Marathahalli,Bangalore",4.0,100,200.0,"Bakery,Desserts"
Cupcake Bliss Cakes & Desserts,"Marathahalli,Bangalore",3.7,50,200.0,"Bakery,Desserts"
The Dessert Zone,"Marathahalli,Bangalore",4.0,50,200.0,"Bakery,Desserts"
Pure Veg Meals by Lunchbox,"Marathahalli,Bangalore",3.9,20,200.0,"North Indian,Desserts"
SLAY Coffee,"Marathahalli,Bangalore",4.3,100,200.0,"Beverages,Desserts"
AT ADUKKALA,"Marathahalli,Bangalore",4.1,100,200.0,Indian
Kheer Kadamb,"Marathahalli,Bangalore",3.9,100,200.0,Sweets
MMA Kabab & Rolls,"Marathahalli,Bangalore",3.5,1000,200.0,"Biryani,Chinese"
The Sugar Free Keto Kafe - By Artinci,"Marathahalli,Bangalore",3.4,20,200.0,"Ice Cream,Healthy Food"
G Pulla Reddy Pure Ghee Sweets,"Marathahalli,Bangalore",4.1,50,200.0,Sweets
LunchBox - Meals and Thalis,"Marathahalli,Bangalore",3.8,100,200.0,"North Indian,Punjabi"
IBACO,"Marathahalli,Bangalore",4.6,50,200.0,Ice Cream
The Belgian Waffle Co.,"Marathahalli,Bangalore",4.1,100,200.0,"Desserts,Beverages"
Rusbury Fresh Sweets and Savouries,"Marathahalli,Bangalore",4.1,20,200.0,"Desserts,Beverages"
Stonelicious,"Marathahalli,Bangalore",4.5,100,200.0,"Ice Cream,Beverages"
Ledikeni sweets and Savouries,"Marathahalli,Bangalore",4.4,100,200.0,"Sweets,Snacks"
Laddoos,"Marathahalli,Bangalore",4.1,100,200.0,"Chaat,Fast Food"
Sai Foods,"Marathahalli,Bangalore",4.1,500,200.0,"North Indian,Thalis"
Awadhi Delights,"Marathahalli,Bangalore",3.9,100,200.0,"Biryani,North Indian"
Chakh Le India,"Marathahalli,Bangalore",3.4,100,200.0,"North Indian,South Indian"
New Udupi Upahar,"Marathahalli,Bangalore",4.1,500,200.0,"North Indian,South Indian"
PEPE'S Pizza- Brookfield,"Marathahalli,Bangalore",4.0,50,200.0,"Pizzas,Italian"
Kilo Biryani,"Marathahalli,Bangalore",3.7,100,200.0,"Biryani,Andhra"
Kerala Royal Food,"Marathahalli,Bangalore",3.3,50,200.0,"Kerala,South Indian"
Onesta,"Marathahalli,Bangalore",3.7,500,200.0,"Italian,Desserts"
Khichdi Kahani,"Marathahalli,Bangalore",3.2,50,200.0,"Indian,North Indian"
TrueCakes,"Marathahalli,Bangalore",4.2,500,200.0,"Desserts,Bakery"
Prajwal The Restaurant,"Marathahalli,Bangalore",4.0,100,200.0,"North Indian,Chinese"
With Love from Home,"Marathahalli,Bangalore",3.7,100,200.0,"North Indian,Bengali"
The Empire Juice Shop,"Marathahalli,Bangalore",4.0,50,200.0,"Juices,Ice Cream"
Bottle and Kullad,"Marathahalli,Bangalore",4.2,20,200.0,"Desserts,Beverages"
NEW HYDERABADI BIRYANI,"Marathahalli,Bangalore",3.5,20,200.0,Biryani
Khane Ka Khazana Restaurant,"Marathahalli,Bangalore",3.2,100,200.0,"North Indian,Fast Food"
Faasos - Wraps & Rolls,"Marathahalli,Bangalore",4.0,100,200.0,"Fast Food,Snacks"
Chaat Lane,"Marathahalli,Bangalore",3.7,100,200.0,"Chaat,Snacks"
The Thick Shake Factory,"Marathahalli,Bangalore",4.3,100,200.0,"Ice Cream,Beverages"
Kolkata Sholoana,"Marathahalli,Bangalore",4.0,1000,200.0,"Bengali,Biryani"
Handi Biryani,"Marathahalli,Bangalore",3.7,100,200.0,"Biryani,Hyderabadi"
Iyengar's Bread Basket,"Marathahalli,Bangalore",4.3,100,200.0,Bakery
Vadilal Ice Cream,"Marathahalli,Bangalore",3.9,20,200.0,"Ice Cream,Desserts"
Breakfast Express,"Marathahalli,Bangalore",4.4,1000,200.0,"Continental,North Indian"
Asha Tiffins,"Marathahalli,Bangalore",4.4,1000,200.0,South Indian
Mad Over Donuts,"Marathahalli,Bangalore",3.6,20,200.0,Desserts
Andhra Meal Company,"Marathahalli,Bangalore",4.2,20,200.0,"South Indian,Indian"
Just Shawarma,"Marathahalli,Bangalore",4.0,100,200.0,Arabian
Shree Mahalakshmi Sweets,"Rajarajeshwari Nagar,Bangalore",4.3,100,200.0,"Sweets,Snacks"
Bengali Delicious,"Rajarajeshwari Nagar,Bangalore",3.5,100,200.0,"Bengali,North Indian"
Coastal Grand,"Rajarajeshwari Nagar,Bangalore",4.1,50,200.0,"Chinese,Indian"
The Betel Leaf Co,"Rajarajeshwari Nagar,Bangalore",4.5,20,200.0,"Paan,Desserts"
Mystique Palate,"Rajarajeshwari Nagar,Bangalore",4.6,50,200.0,"Chinese,Pastas"
DAVANGERE BENNE DOSE,"Rajarajeshwari Nagar,Bangalore",4.3,100,200.0,"South Indian,Snacks"
The Dessert Zone,"Rajarajeshwari Nagar,Bangalore",4.2,50,200.0,"Bakery,Desserts"
Dairy Day Ice Creams,"Rajarajeshwari Nagar,Bangalore",3.8,20,200.0,"Ice Cream,Desserts"
Delhi Chats,"Rajarajeshwari Nagar,Bangalore",4.2,100,200.0,"Indian,Beverages"
CHEF KITCHEN FOOD,"Rajarajeshwari Nagar,Bangalore",4.2,50,200.0,"Indian,Chinese"
Mannas Chats Jam,"Rajarajeshwari Nagar,Bangalore",3.7,20,200.0,"Snacks,Indian"
Five Star Chicken - Ullalu,"Rajarajeshwari Nagar,Bangalore",3.9,20,200.0,"Indian,Thai"
homely,"Rajarajeshwari Nagar,Bangalore",4.1,500,200.0,"Home Food,North Indian"
Galli Kitchen,"Rajarajeshwari Nagar,Bangalore",4.1,100,200.0,South Indian
RR CHATS,"Rajarajeshwari Nagar,Bangalore",3.9,20,200.0,"Beverages,Ice Cream"
Srinidhi Fast Food,"Rajarajeshwari Nagar,Bangalore",4.4,500,200.0,Indian
Faasos - Wraps & Rolls,"Rajarajeshwari Nagar,Bangalore",4.2,100,200.0,"Fast Food,Snacks"
Mad Over Donuts,"Rajarajeshwari Nagar,Bangalore",4.2,20,200.0,Desserts
The Dessert Heaven - Pure Veg,"Rajarajeshwari Nagar,Bangalore",4.0,50,200.0,"Bakery,Desserts"
Wendy's,"Rajarajeshwari Nagar,Bangalore",3.8,100,200.0,"American,Burgers"
Royal Indraprastha,"Rajarajeshwari Nagar,Bangalore",4.3,1000,200.0,"Chinese,South Indian"
Grill House,"Rajarajeshwari Nagar,Bangalore",3.5,50,200.0,North Indian
The 4th Meal,"Rajarajeshwari Nagar,Bangalore",3.9,100,200.0,"Chinese,North Indian"
SRI KRISHNA GRAND,"Rajarajeshwari Nagar,Bangalore",3.9,100,200.0,"North Indian,South Indian"
Cupcake Bliss Cakes & Desserts,"Rajarajeshwari Nagar,Bangalore",4.6,100,200.0,"Bakery,Desserts"
WarmOven Cakes & Desserts,"Rajarajeshwari Nagar,Bangalore",4.6,100,200.0,"Bakery,Desserts"
Breakfast Express,"Rajarajeshwari Nagar,Bangalore",4.2,100,200.0,"Continental,North Indian"
Eat@99!,"Rajarajeshwari Nagar,Bangalore",3.1,20,200.0,"Chinese,North Indian"
Hot Tibetan Momo,"Rajarajeshwari Nagar,Bangalore",4.7,100,200.0,Chinese
Goli Vadapav NO 1,"Rajarajeshwari Nagar,Bangalore",4.1,20,200.0,"Fast Food,Snacks"
KABAB MEHAK,"Rajarajeshwari Nagar,Bangalore",3.9,100,200.0,"Snacks,Beverages"
ROTTI  ANGADI,"Rajarajeshwari Nagar,Bangalore",4.1,500,200.0,"Indian,North Indian"
Davanagere Benne Dosa Kendra,"Rajarajeshwari Nagar,Bangalore",3.4,20,200.0,South Indian
Sri Krishna Aramane,"Rajarajeshwari Nagar,Bangalore",4.2,100,200.0,"North Indian,South Indian"
Onesta,"Rajarajeshwari Nagar,Bangalore",4.0,500,200.0,"Italian,Desserts"
CakeZone,"Rajarajeshwari Nagar,Bangalore",4.2,100,200.0,"Desserts,Bakery"
LunchBox - Meals and Thalis,"Rajarajeshwari Nagar,Bangalore",4.0,50,200.0,"North Indian,Punjabi"
Ambur Dum Biriyani,"Rajarajeshwari Nagar,Bangalore",3.6,100,200.0,Biryani
Gourmet Ice Cream Cakes by Baskin Robbins,"CV Raman Nagar,Bangalore",4.8,20,200.0,"Ice Cream,Desserts"
SLAY Coffee,"CV Raman Nagar,Bangalore",4.3,100,200.0,"Beverages,Desserts"
Paratha Corner,"CV Raman Nagar,Bangalore",4.0,100,200.0,"North Indian,Chinese"
Baskin Robbins,"CV Raman Nagar,Bangalore",4.6,100,200.0,"Ice Cream,Desserts"
SGS Gundu Pulav,"CV Raman Nagar,Bangalore",4.2,100,200.0,South Indian
Tibbs Frankie,"CV Raman Nagar,Bangalore",3.8,50,200.0,Snacks
Kabab Souq,"CV Raman Nagar,Bangalore",4.0,500,200.0,"Chinese,Arabian"
Breakfast Express,"CV Raman Nagar,Bangalore",4.2,100,200.0,"Continental,North Indian"
Venad Kitchen,"CV Raman Nagar,Bangalore",3.6,50,200.0,"Kerala,South Indian"
NEW HONG KONG GARDEN,"CV Raman Nagar,Bangalore",4.0,50,200.0,"Chinese,Fast Food"
AL Madeena restaurant,"CV Raman Nagar,Bangalore",3.8,20,200.0,Biryani
Paratha plaza,"CV Raman Nagar,Bangalore",4.2,100,200.0,North Indian
Bombay Kulfis,"CV Raman Nagar,Bangalore",4.5,100,200.0,"Desserts,Ice Cream"
Sri Murugan Cafe,"CV Raman Nagar,Bangalore",4.2,500,200.0,"South Indian,Chinese"
homely,"CV Raman Nagar,Bangalore",4.3,1000,200.0,"Home Food,North Indian"
Yo Snacko,"CV Raman Nagar,Bangalore",3.9,50,200.0,"Juices,Continental"
A1 99 veriety Dosa Corner,"CV Raman Nagar,Bangalore",3.8,20,200.0,South Indian
ANDHRA INTI RUCHULU,"CV Raman Nagar,Bangalore",4.2,20,200.0,"Indian,Home Food"
The Dessert Zone,"Electronic City,Bangalore",3.9,50,200.0,"Bakery,Desserts"
Pallavi Restaurant Authentic taste from Gulbarga,"Electronic City,Bangalore",4.2,500,200.0,"North Indian,South Indian"
Pure Veg Meals by Lunchbox,"Electronic City,Bangalore",4.0,20,200.0,"North Indian,Desserts"
The Chinese Bowl,"Electronic City,Bangalore",4.2,20,200.0,Chinese
HOTEL RK GARDENIA,"Electronic City,Bangalore",3.9,20,200.0,"North Indian,Biryani"
Keventers Ice Cream,"Electronic City,Bangalore",4.3,20,200.0,"Ice Cream,Desserts"
Thani Kerala Hotel,"Electronic City,Bangalore",3.9,100,200.0,"Kerala,South Indian"
Iyengars Oven Fresh,"Electronic City,Bangalore",4.1,100,200.0,"Bakery,Desserts"
Oye Hoye (100% Veg),"Electronic City,Bangalore",4.1,20,200.0,North Indian
Sitara Veg,"Electronic City,Bangalore",4.2,1000,200.0,"South Indian,North Indian"
LunchBox - Meals and Thalis,"Electronic City,Bangalore",4.2,100,200.0,"North Indian,Punjabi"
Vadilal Ice Cream,"Electronic City,Bangalore",4.0,20,200.0,"Ice Cream,Desserts"
Lassi Adda,"Electronic City,Bangalore",3.5,20,200.0,"Beverages,Fast Food"
SRI  VARU  TIFFEN  CENTRE,"Electronic City,Bangalore",4.2,100,200.0,South Indian
BOMBAY 2 DELHI,"Electronic City,Bangalore",4.0,50,200.0,"Snacks,Chaat"
Kwality Walls Frozen Dessert and Ice Cream Shop,"Electronic City,Bangalore",4.4,50,200.0,"Ice Cream,Desserts"
The Bread House,"Electronic City,Bangalore",3.9,100,200.0,"Pizzas,Burgers"
Mad Over Donuts,"Electronic City,Bangalore",4.1,50,200.0,"Desserts,Sweets"
Sai Saagar,"Electronic City,Bangalore",4.2,50,200.0,South Indian
Only Punjabi,"Electronic City,Bangalore",4.0,20,200.0,"North Indian,Punjabi"
Cupcake Bliss Cakes & Desserts,"Electronic City,Bangalore",3.4,100,200.0,"Bakery,Desserts"
Great Indian Khichdi by EatFit,"Electronic City,Bangalore",4.0,100,200.0,"Home Food,Indian"
Just Fresh Point,"Electronic City,Bangalore",4.4,100,200.0,"Snacks,North Indian"
Bowl 99,"Electronic City,Bangalore",4.9,20,200.0,"Indian,North Indian"
BANGARPET CHATS,"Electronic City,Bangalore",3.7,20,200.0,"Indian,Chaat"
Andhra speciality Restaurant,"Electronic City,Bangalore",4.0,20,200.0,"Andhra,North Indian"
The Dessert Heaven - Pure Veg,"Electronic City,Bangalore",3.9,50,200.0,"Bakery,Desserts"
SLAY Coffee,"Electronic City,Bangalore",4.4,50,200.0,"Beverages,Desserts"
The Thick Shake Factory,"Electronic City,Bangalore",4.3,50,200.0,Beverages
Faasos - Wraps & Rolls,"Electronic City,Bangalore",4.1,100,200.0,"Fast Food,Snacks"
Rolls on Wheels,"Electronic City,Bangalore",4.3,20,200.0,Fast Food
Breakfast Express,"Electronic City,Bangalore",4.3,500,200.0,"Continental,North Indian"
Anugraha Milatri Hotel,"Electronic City,Bangalore",3.8,100,200.0,"Biryani,North Indian"
Nanda Gokula Family Restaurant,"Electronic City,Bangalore",4.1,20,200.0,Indian
CakeZone,"Electronic City,Bangalore",4.1,500,200.0,"Desserts,Bakery"
Laddoos,"Electronic City,Bangalore",4.1,500,200.0,"North Indian,Chaat"
Donne biriyani grand,"Electronic City,Bangalore",3.9,100,200.0,Biryani
The Brooklyn Creamery - Healthy Ice Cream,"Electronic City,Bangalore",4.7,20,200.0,"Desserts,Ice Cream"
Satkar restaurant,"Electronic City,Bangalore",3.8,20,200.0,"Chinese,North Indian"
CHICKPET DONNE BIRYANI HOUSE,"Electronic City,Bangalore",4.3,50,200.0,"Biryani,North Indian"
Prem's Biryani,"Electronic City,Bangalore",3.5,50,200.0,Indian
Onesta,"Electronic City,Bangalore",3.8,500,200.0,"Italian,Desserts"
Kolkata Kati Roll,"Electronic City,Bangalore",3.8,20,200.0,Fast Food
JUST CREAMERY - Artisanal Healthy Ice Cream,"Electronic City,Bangalore",5.0,20,200.0,"Ice Cream,Desserts"
MALABAR KITCHENS,"Electronic City,Bangalore",3.3,20,200.0,"Tandoor,Indian"
MBR Biriyani County,"Electronic City,Bangalore",3.8,50,200.0,"Biryani,North Indian"
Thalassery Kitchens,"Electronic City,Bangalore",3.6,20,200.0,Indian
SRI UDUPI VAIBHAVA,"Electronic City,Bangalore",4.0,50,200.0,"Chinese,South Indian"
Achayans pride,"Electronic City,Bangalore",4.0,100,200.0,"South Indian,Kerala"
Godavari delights,"Electronic City,Bangalore",3.1,20,200.0,"South Indian,North Indian"
Just Cakes,"Electronic City,Bangalore",4.0,20,200.0,Beverages
Nadan Pothichoru,"Electronic City,Bangalore",3.9,50,200.0,"South Indian,Kerala"
Hotel Sagar Samruddhi,"Electronic City,Bangalore",3.7,50,200.0,"North Indian,South Indian"
Wendy's,"Electronic City,Bangalore",4.0,100,200.0,"American,Burgers"
Khichdi Kahani,"Electronic City,Bangalore",4.6,20,200.0,"Indian,North Indian"
Delhi base,"Electronic City,Bangalore",4.2,100,200.0,"Juices,North Indian"
Biryani Bite,"Electronic City,Bangalore",4.1,20,200.0,"Biryani,Indian"
The Belgian Waffle Co.,"Electronic City,Bangalore",4.3,100,200.0,"Desserts,Beverages"
sri sai upahahara,"Electronic City,Bangalore",4.0,20,200.0,"South Indian,Chinese"
Coorg Food Factory,"Electronic City,Bangalore",4.0,50,200.0,"Seafood,Indian"
New Hyderabadi Biryani Box,"Electronic City,Bangalore",3.7,100,200.0,"Biryani,Chinese"
Foodies Express,"Electronic City,Bangalore",3.9,50,200.0,"North Indian,Chinese"
BABAI ANDHRA MESS,"Electronic City,Bangalore",2.9,20,200.0,South Indian
The Kilo Biryani,"Electronic City,Bangalore",4.1,20,200.0,"Biryani,North Indian"
Cupcake Noggins - Vintage Patisserie,"Electronic City,Bangalore",4.2,20,200.0,"Bakery,Snacks"
WarmOven Cakes & Desserts,"Electronic City,Bangalore",4.0,100,200.0,"Bakery,Desserts"
Chaat Street,"Electronic City,Bangalore",4.0,500,200.0,"Snacks,Chaat"
homely,"Electronic City,Bangalore",4.3,1000,200.0,"Home Food,North Indian"
WarmOven Cakes & Desserts,"Kadubeesanahalli,Bangalore",3.9,100,200.0,"Bakery,Desserts"
LunchBox - Meals and Thalis,"Kadubeesanahalli,Bangalore",4.2,100,200.0,"North Indian,Punjabi"
Faasos - Wraps & Rolls,"Kadubeesanahalli,Bangalore",4.1,100,200.0,"Fast Food,Snacks"
Trupt,"Kadubeesanahalli,Bangalore",3.1,20,200.0,"Indian,Chinese"
Jitu Bhai Dahibara,"Kadubeesanahalli,Bangalore",4.0,100,200.0,Indian
